"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f03_s07";"F03";3;100;90;20;0;111;0;9;0;33;0;1;2;4;0;615
"Site_f03_s08";"F03";3;100;90;0;0;70;0;20;0;85;18;1;0;9;0;200
"Site_f03_s09";"F03";3;100;93;0;29;141;0;9;15;35;103;0;0;7;0;159
"Site_f03_s10";"F03";3;100;86;23;0;0;0;6;109;34;19;7;7;9;0;89
"Site_f04_s01";"F04";4;100;83;41;0;54;0;0;12;27;70;2;0;9;8;125
"Site_f04_s02";"F04";4;100;78;28;0;106;0;17;18;0;16;0;0;0;5;93
"Site_f04_s03";"F04";4;100;77;0;0;0;0;0;0;11;24;4;2;13;0;245
"Site_f04_s04";"F04";4;100;89;28;0;77;0;0;30;0;0;0;0;4;7;372
"Site_f04_s05";"F04";4;100;63;15;0;0;0;0;27;31;0;4;1;5;0;82
"Site_f04_s06";"F04";4;100;93;28;0;0;93;32;16;32;41;0;0;5;0;322
"Site_f04_s07";"F04";4;100;92;0;89;114;0;10;36;20;26;0;0;7;0;284
"Site_f04_s08";"F04";4;100;78;0;0;232;0;13;11;9;37;0;10;5;0;116
"Site_f04_s09";"F04";4;100;87;84;0;0;148;12;22;0;43;0;0;10;0;195
"Site_f04_s10";"F04";4;100;74;24;0;0;0;5;0;43;21;1;4;7;2;97
"Site_f05_s01";"F05";5;100;73;0;56;19;0;30;21;0;0;2;9;0;2;93
"Site_f05_s02";"F05";5;100;68;0;0;0;0;16;16;8;34;2;3;0;0;119
"Site_f05_s03";"F05";5;100;87;35;0;60;87;16;17;7;16;7;8;2;7;63
"Site_f05_s04";"F05";5;100;86;0;0;16;0;18;25;18;28;0;0;7;9;457
"Site_f05_s05";"F05";5;100;83;31;0;102;0;15;45;40;40;1;0;0;5;118
"Site_f05_s06";"F05";5;100;77;0;0;0;0;17;24;19;51;0;0;0;5;163
"Site_f05_s07";"F05";5;100;89;0;0;0;0;21;52;55;42;1;4;0;1;610
"Site_f05_s08";"F05";5;100;67;0;0;33;0;9;25;0;14;5;0;4;0;59
"Site_f05_s09";"F05";5;100;87;50;75;0;0;5;0;33;29;0;18;0;0;286
"Site_f05_s10";"F05";5;100;92;0;0;118;0;62;12;17;19;2;0;0;0;329
"Site_f06_s01";"F06";6;100;83;0;0;0;44;12;15;22;21;8;0;0;10;137
"Site_f06_s02";"F06";6;100;84;0;60;0;0;19;0;11;17;0;0;4;0;306
"Site_f06_s03";"F06";6;100;80;0;0;0;0;28;52;20;0;0;5;0;2;221
"Site_f06_s04";"F06";6;100;82;0;0;0;69;28;27;54;7;4;0;7;6;305
"Site_f06_s05";"F06";6;100;67;0;0;0;0;11;20;12;20;3;0;3;1;109
"Site_f06_s06";"F06";6;100;89;0;0;0;0;8;30;6;44;0;0;4;0;444
"Site_f06_s07";"F06";6;100;90;0;73;38;0;14;7;12;29;10;15;0;13;586
"Site_f06_s08";"F06";6;100;68;0;0;0;17;47;26;16;4;0;7;0;1;70
"Site_f06_s09";"F06";6;100;77;0;73;40;0;26;11;8;0;7;1;4;3;52
"Site_f06_s10";"F06";6;100;85;52;0;0;33;48;0;32;8;0;0;3;2;250
"Site_f07_s01";"F07";7;100;91;57;0;66;15;32;24;4;18;0;5;4;0;339
"Site_f07_s02";"F07";7;100;76;0;63;0;0;17;11;5;11;8;3;0;0;148
"Site_f07_s03";"F07";7;100;87;89;0;0;0;53;0;4;6;0;5;5;0;275
"Site_f07_s04";"F07";7;100;95;108;99;0;0;14;54;3;13;6;1;0;11;262
"Site_f07_s05";"F07";7;100;87;46;0;76;51;50;5;0;28;6;0;0;0;236
"Site_f07_s06";"F07";7;100;62;0;0;0;0;0;6;15;8;0;13;0;0;121
"Site_f07_s07";"F07";7;100;82;39;0;118;0;40;27;6;5;0;7;0;5;143
"Site_f07_s08";"F07";7;100;94;452;0;0;0;0;86;23;19;0;6;2;0;256
"Site_f07_s09";"F07";7;100;79;83;60;0;0;0;20;16;8;0;0;0;0;151
"Site_f07_s10";"F07";7;100;73;107;0;0;0;45;23;15;0;5;0;0;0;119
"Site_f08_s01";"F08";8;100;83;0;101;56;0;70;59;0;24;31;0;0;6;59
"Site_f08_s02";"F08";8;100;72;0;0;0;8;22;19;0;7;7;0;0;2;131
"Site_f08_s03";"F08";8;100;80;85;22;0;23;37;15;7;13;7;5;3;2;77
"Site_f08_s04";"F08";8;100;78;0;21;0;51;28;10;13;7;0;4;12;5;93
"Site_f08_s05";"F08";8;100;38;0;0;0;18;0;0;0;4;7;1;0;0;41
"Site_f08_s06";"F08";8;100;79;111;0;0;0;15;41;38;17;0;2;0;2;100
"Site_f08_s07";"F08";8;100;93;164;313;0;0;23;9;12;21;1;6;3;4;147
"Site_f08_s08";"F08";8;100;89;91;48;13;51;0;0;0;6;10;1;0;1;226
"Site_f08_s09";"F08";8;100;91;65;68;0;0;118;13;0;14;8;9;0;3;195
"Site_f08_s10";"F08";8;100;75;0;39;0;0;0;19;0;4;8;0;0;2;163
"Site_f09_s01";"F09";9;100;89;78;61;0;0;64;40;9;22;10;3;4;0;212
"Site_f09_s02";"F09";9;100;73;0;0;0;0;64;4;18;8;1;0;0;0;204
"Site_f09_s03";"F09";9;100;88;93;0;0;0;93;31;8;16;6;12;2;0;277
"Site_f09_s04";"F09";9;100;61;0;0;0;12;0;10;0;0;1;5;0;6;121
"Site_f09_s05";"F09";9;100;79;0;0;0;30;0;17;13;2;16;2;0;0;251
"Site_f09_s06";"F09";9;100;85;0;101;0;16;46;23;0;0;7;7;0;0;242
"Site_f09_s07";"F09";9;100;76;0;66;0;0;46;6;4;69;8;3;0;0;224
"Site_f09_s08";"F09";9;100;64;0;28;0;22;43;7;15;13;12;1;0;0;50
"Site_f09_s09";"F09";9;100;89;421;81;0;9;47;24;2;14;0;0;0;0;214
"Site_f09_s10";"F09";9;100;71;77;35;0;0;16;12;9;13;0;0;0;2;75
"Site_f10_s01";"F10";10;100;93;186;60;0;0;54;27;0;9;0;0;0;0;263
"Site_f10_s02";"F10";10;100;89;0;32;0;19;0;17;0;22;0;6;0;2;450
"Site_f10_s03";"F10";10;100;75;0;48;0;31;92;12;0;0;22;6;0;1;93
"Site_f10_s04";"F10";10;100;69;0;0;0;12;39;21;0;12;0;7;0;0;123
"Site_f10_s05";"F10";10;100;92;197;69;0;19;69;18;0;2;4;1;0;0;439
"Site_f10_s06";"F10";10;100;88;0;92;0;26;76;15;7;10;17;0;0;0;114
"Site_f10_s07";"F10";10;100;95;162;84;0;10;276;33;5;6;16;1;0;0;243
"Site_f10_s08";"F10";10;100;64;0;32;0;0;32;0;1;0;7;3;0;2;133
"Site_f10_s09";"F10";10;100;88;0;36;0;11;0;34;0;3;10;11;2;2;363
"Site_f10_s10";"F10";10;100;92;205;77;0;15;48;19;1;9;20;4;0;1;281
