"SAMPLE_ID";"Formation_name";"form.nr";"Total";"num.with.colonies";"Species_01";"Species_02";"Species_03";"Species_04";"Species_05";"Species_06";"Species_07";"Species_08";"Species_09";"Species_10";"Species_11";"Species_12";"Species_Superspecies"
"Site_f05_s05";"F05";5;100;83;0;0;0;52;4;20;18;29;0;0;0;5;233
"Site_f05_s06";"F05";5;100;85;0;0;0;114;24;6;33;20;5;2;2;9;136
"Site_f05_s07";"F05";5;100;65;0;0;0;0;0;20;19;17;0;0;1;1;112
"Site_f05_s08";"F05";5;100;93;44;61;55;0;0;13;17;0;0;10;0;7;326
"Site_f05_s09";"F05";5;100;81;0;0;127;0;10;0;1;47;1;3;0;6;137
"Site_f05_s10";"F05";5;100;91;26;0;56;41;23;0;9;33;0;0;3;2;560
"Site_f06_s01";"F06";6;100;88;61;0;87;0;27;12;13;41;7;0;1;13;158
"Site_f06_s02";"F06";6;100;84;61;37;43;0;16;28;32;12;0;0;10;3;72
"Site_f06_s03";"F06";6;100;69;0;0;0;0;21;23;16;10;4;0;0;0;168
"Site_f06_s04";"F06";6;100;87;143;0;0;0;43;17;0;16;7;3;3;0;216
"Site_f06_s05";"F06";6;100;75;0;99;0;0;0;23;30;0;0;0;2;5;112
"Site_f06_s06";"F06";6;100;74;0;49;0;0;7;12;7;23;7;0;0;0;219
"Site_f06_s07";"F06";6;100;83;45;0;0;0;19;14;22;30;6;5;0;0;139
"Site_f06_s08";"F06";6;100;67;0;0;0;0;20;7;26;39;0;2;0;0;126
"Site_f06_s09";"F06";6;100;81;36;48;0;0;34;0;35;41;3;0;1;0;156
"Site_f06_s10";"F06";6;100;91;0;72;0;55;17;14;36;35;10;2;4;0;237
"Site_f07_s01";"F07";7;100;73;126;0;0;0;27;15;10;3;0;0;2;1;69
"Site_f07_s02";"F07";7;100;95;480;202;0;28;9;17;22;4;0;0;5;4;169
"Site_f07_s03";"F07";7;100;92;0;92;19;106;22;44;6;28;0;9;0;6;366
"Site_f07_s04";"F07";7;100;75;0;35;0;22;11;0;37;17;7;13;3;2;157
"Site_f07_s05";"F07";7;100;85;0;43;36;26;14;13;31;2;5;2;0;1;190
"Site_f07_s06";"F07";7;100;93;118;97;29;0;170;25;24;21;9;0;0;2;286
"Site_f07_s07";"F07";7;100;83;0;92;25;0;24;43;0;7;0;3;0;0;200
"Site_f07_s08";"F07";7;100;84;0;31;0;69;35;18;3;8;0;4;0;3;167
"Site_f07_s09";"F07";7;100;72;0;0;0;13;35;23;0;7;2;0;0;4;141
"Site_f07_s10";"F07";7;100;97;80;117;0;46;0;71;0;28;2;0;0;3;255
"Site_f08_s01";"F08";8;100;68;0;27;0;32;25;12;0;20;0;0;0;2;118
"Site_f08_s02";"F08";8;100;86;215;23;0;0;14;13;1;8;5;2;0;1;74
"Site_f08_s03";"F08";8;100;75;0;0;0;0;33;22;3;13;0;9;0;0;129
"Site_f08_s04";"F08";8;100;83;0;65;0;30;120;29;0;9;0;2;0;0;83
"Site_f08_s05";"F08";8;100;88;0;49;16;43;0;61;12;10;11;4;0;1;213
"Site_f08_s06";"F08";8;100;91;341;51;0;0;98;32;0;10;5;6;0;0;173
"Site_f08_s07";"F08";8;100;92;79;31;0;90;90;10;15;4;2;0;0;2;213
"Site_f08_s08";"F08";8;100;80;74;16;0;0;38;48;0;12;4;2;0;0;155
"Site_f08_s09";"F08";8;100;71;0;0;0;0;62;17;0;4;6;0;0;6;197
"Site_f08_s10";"F08";8;100;84;154;44;20;32;26;0;0;2;0;4;4;0;24
"Site_f09_s01";"F09";9;100;84;0;0;0;40;66;19;3;5;10;7;0;2;221
"Site_f09_s02";"F09";9;100;82;0;5;0;18;44;21;5;6;0;7;0;0;281
"Site_f09_s03";"F09";9;100;77;0;39;0;9;59;9;14;2;6;7;0;4;129
"Site_f09_s04";"F09";9;100;83;0;38;0;43;64;45;0;7;0;6;2;0;151
"Site_f09_s05";"F09";9;100;70;0;0;0;32;27;38;2;1;3;3;0;4;64
"Site_f09_s06";"F09";9;100;86;0;55;0;24;0;145;6;18;13;10;0;4;180
"Site_f09_s07";"F09";9;100;72;0;29;0;0;0;9;3;5;0;7;0;2;168
"Site_f09_s08";"F09";9;100;86;0;15;0;28;51;33;0;20;0;3;0;5;264
"Site_f09_s09";"F09";9;100;75;0;0;0;33;35;0;20;0;11;2;1;4;150
"Site_f09_s10";"F09";9;100;86;0;49;0;4;13;28;0;4;0;1;0;2;329
"Site_f10_s01";"F10";10;100;81;0;25;0;30;22;14;8;11;0;2;0;0;125
"Site_f10_s02";"F10";10;100;76;0;188;0;0;0;9;1;5;3;2;0;2;106
"Site_f10_s03";"F10";10;100;76;0;0;0;92;48;8;1;5;0;4;2;1;115
"Site_f10_s04";"F10";10;100;61;0;0;0;23;0;23;4;6;14;2;0;2;61
"Site_f10_s05";"F10";10;100;87;92;90;0;0;79;12;0;5;0;2;2;2;78
"Site_f10_s06";"F10";10;100;89;290;44;0;12;0;47;0;0;15;4;0;2;148
"Site_f10_s07";"F10";10;100;87;114;100;0;0;97;20;0;6;0;2;3;0;131
"Site_f10_s08";"F10";10;100;90;300;33;16;19;59;10;0;5;6;5;0;2;84
"Site_f10_s09";"F10";10;100;81;0;74;0;0;51;10;8;7;12;12;0;0;95
"Site_f10_s10";"F10";10;100;82;0;21;49;25;65;11;3;0;9;4;0;0;148
